,_id,NOME_DA_CACHAÇA,PREÇO,DESCRIÇÃO_DA_CACHAÇA,VOLUME,GRADUAÇÃO_ALCOÓLICA,RECIPIENTE_DE_ARMAZENAMENTO,LOCAL_DE_PRODUÇÃO,TEMPO_DE_ARMAZENAMENTO,PREMIOS,LINK,DATA_COLETA
35,60fc83ab70b4b14381fe4130,Cachaça Artesanal Rapariga em Couro Ecológico 350 ML,"      R$29,90      ","Cachaça Artesanal Rapariga em Couro Ecológico 350 ML Cachaça de Alambique revestido em Couro Ecológico 350 ML Produto 100% Artesanal Garrafa de Vidro, revestido em couro ecológico. Um excelente trabalho conjunto entre artesãos, produtores de bebidas regionais e designers industriais. A Cachaça é produzida numa região do Ceará que tem tradição na elaboração de cachaças desde a colonização, mais de 400 anos atrás, região serrana chamada Serra de Ibiapaba em Viçosa - Ce. A cachaça produzida pelo Alambique Mamulengo tem um aroma peculiar desde a abertura da garrafa até o primeiro gole. Teor Alc: 38% Volume: 350 ML ",Volume: 350 ML,,,,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-rapariga-em-couro-ecologico-350-ml/,24/07/2021 17:43
36,60fc83ab70b4b14381fe4131,Cachaça Artesanal Rapariga Pau D`Agua com Copo 500 ML,"      R$89,90      ","Cachaça Artesanal Rapariga Pau D`Agua com Copo 500 ML Garrafa Pet revestido com serragem imitando um tronco de árvore com Cachaça de Alambique 500 ML Cachaça é Presente, um presente diferente! Produto 100% Artesanal Garrafa Pet, imitando um tronco de árvore com cordas para pendurar e um copinho de madeira. Um maravilhoso trabalho conjunto entre artesãos, produtores de bebidas regionais e designers industriais. A especial em pet, não altera o sabor da cachaça. A Cachaça é produzida numa região do Ceará que tem tradição na elaboração de cachaças desde a colonização, mais de 400 anos atrás, região serrana chamada serra de Ibiapaba em Viçosa - Ce. A cachaça produzida pelo alambique mamulengo tem um aroma peculiar desde a abertura da garrafa até o primeiro gole. Teor Alc: 38% Volume: 500 ML ",Volume: 500 ML,,,,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-rapariga-pau-dagua-com-copo-500-ml/,24/07/2021 17:43
37,60fc83ab70b4b14381fe4132,Cantil Cachaça Rapariga Revestida 500 ML,"      R$39,90      ","Cantil Cachaça Rapariga Revestido em Couro Ecológico 500 ML Cantil com Cachaça de Alambique revestido em Couro Ecológico 500 ML Produto 100% Artesanal Garrafa Pet, revestido em couro ecológico e com fita para pendurar, um trabalho conjunto entre artesãos, produtores de bebidas regionais e designers industriais. A especial em pet, não altera o sabor da cachaça. A Cachaça é produzida numa região do Ceará que tem tradição na elaboração de cachaças desde a colonização, mais de 400 anos atrás, região serrana chamada serra de Ibiapaba em Viçosa - Ce. A cachaça produzida pelo alambique mamulengo tem um aroma peculiar desde a abertura da garrafa até o primeiro gole. Teor Alc: 38% Volume: 500 ML ",Volume: 500 ML,,,,,,https://www.cachacaepresente.com.br/produtos/cantil-cachaca-rapariga-revestida-500-ml/,24/07/2021 17:43
38,60fc83ab70b4b14381fe4133,Garrafa Maria Bonita P com Cachaça de Alambique 160 ml,"      R$49,90      ","Garrafa Maria Bonita P com Cachaça de Alambique 160 ml Produto 100% Artesanal feito de barro. Um excelente trabalho conjunto entre artesãos, produtores de bebidas regionais e designers industriais. A Cachaça é produzida numa região do Ceará que tem tradição na elaboração de cachaças desde a colonização, mais de 400 anos atrás, região serrana chamada serra de Ibiapaba em Viçosa - Ce. A cachaça produzida pelo alambique mamulengo tem um aroma peculiar desde a abertura da garrafa até o primeiro gole. Teor Alc: 38% Volume: 160 ML ",Volume: 160 ml,,,,,,https://www.cachacaepresente.com.br/produtos/garrafa-maria-bonita-p-com-cachaca-de-alambique-160-ml/,24/07/2021 17:43
39,60fc83ab70b4b14381fe4134,Cachaça Serra das Almas Prata Orgânica 700 ML,"      R$69,90      "," C Cachaça Serra das Almas Prata 670 ml - Orgânica Das cachaças Brancas, essa cachaça caiu no gosto de quem gosta de uma branquinha e suave. Pode tomar pura ou gelada no freezer ela fica hiper licorosa. ORIGEM: Cachaça baiana produzida Rio de Contas - Chapada Diamantina - Bahia - Brasil Produzida pela Fazenda Vaccaro A primeira cachaça a ter selo orgânico, em 2002. ""O que é esse selo orgânico? No canavial a adubação é natural. No caso dessa cachaça, metade do bagaço da cana que é moída pra fazer a fermentação (a garapa) é usada para adubar o canavial e a outra metade é usada como combustível para a caldeira."" Filiada à Associação Baiana dos Produtores de Cachaça de Qualidade. PRÊMIO: 1.o Lugar no Ranking de Cachaças Brancas da Revista VIP - 2011 Certificação: - Certificado IBD – São Concedidas quando todas as etapas da produção, desde o preparo do solo, colheita e elaboração se enquadram nos requisitos estabelecidos pela Lei Orgânica, dentro dos padrões ecológicos e com absoluta rastreabilidade. Os processos de produção atestam o cuidado e a dedicação em oferecer produtos de qualidade com garantia de origem. ",Volume: 700 ML,,, Cachaça baiana produzida Rio de Contas - Chapada Diamantina - Bahia - Brasil ,,"1.o Lugar no Ranking de Cachaças Brancas da Revista VIP - 2011",https://www.cachacaepresente.com.br/produtos/cachaca-serra-das-almas-prata-organica-700-ml/,24/07/2021 17:44
40,60fc83ab70b4b14381fe4135,Cachaça Coqueiro Ouro 700ML 3 anos Envelhecida no Carvalho,"      R$83,90      ","Cachaça Coqueiro Ouro 700ML 3 anos Envelhecida no Carvalho ORIGEM: Cachaça produzida em Paraty - Rio de Janeiro - Brasil Alambique Artesanal Coqueiro Cachaça de alambique destilada do mosto fermentado de caldo da cana-de-açúcar, envelhecida em barris de carvalho por 3 anos Teor Alc: 42% Cor amarelo palha com reflexos dourados, densa e límpida. Olfativo > fina, intensa e de média persistência. Aroma marcante de ervas, frutas e madeira. Encorpada, macia, intensa e persistente, Deixa uma boca enxuta, frutada e com forte impressão de ervas. Harmonização: Devido ao estágio em madeira, responsável pelo corpo marcante, é apropriada para acompanhar pratos condimentados e suculentos. Em dias quentes, pode ser apreciada com cubos de gelo. ",Volume: 700ML,,, Cachaça produzida em Paraty - Rio de Janeiro - Brasil Alambique Artesanal Coqueiro ,,,https://www.cachacaepresente.com.br/produtos/cachaca-coqueiro-ouro-700ml-3-anos-envelhecida-no-carvalho/,24/07/2021 17:44
41,60fc83ab70b4b14381fe4136,Cachaça Paratiana Mulatinha Prata 750ml,"      R$51,90      ","Cachaça Paratiana Mulatinha Prata 750ml Armazenada em tonéis de aço inoxidável Volume: 750 ml Teor Alc: 43% Uma autêntica Branquinha, pouco densa e límpida. Um aroma fino, intenso e medianamente persistente. lembra frutas, ervas e uma nota mineral. Ligeiramente Incorpada ideal para fazer drinks e a famosa caipirinha. ",Volume: 750ml,,,,,,https://www.cachacaepresente.com.br/produtos/cachaca-paratiana-mulatinha-prata-750ml/,24/07/2021 17:44
42,60fc83ac70b4b14381fe4137,Cachaça Dom Tápparo Extra Premium 10 Anos Especial 750ml,"      R$269,00      ","Cachaça Dom Tápparo Extra Premium 10 Anos Especial 750 ml Origem: Mirassol / SP Madeira: Amendoim e Carvalho Envelhecimento: 7 anos no Amendoim e 3 anos no Carvalho Grad. Alcoólica: 40% Volume: 750 ml Uma cachaça que ficou muito suave e especial, vale muito experimentar é de um requinte, lembra um bourbon maravilhoso. PRÊMIOS Gran Ouro no Concurso Mundial de Bruxelas em 2017 Edição Brasil. ",Volume: 750ml,, Amendoim e Carvalho Envelhecimento: 7 anos no Amendoim e 3 anos no Carvalho , Mirassol / SP , 10 anos,"Gran Ouro no Concurso Mundial de Bruxelas em 2017 Edição Brasil.",https://www.cachacaepresente.com.br/produtos/cachaca-dom-tapparo-extra-premium-10-anos-especial-750ml/,24/07/2021 17:44
43,60fc83ac70b4b14381fe4138,Cachaça Extra Premium Weber Haus 12 Anos Lote 48 750 ml,"      R$3.299,00      ","Cachaça Extra Premium Weber Haus 12 Anos Lote 48 750 ml A Cachaça Weber Haus Extra Premium 12 anos – Lote 48 – 750 ml é uma cachaça envelhecida 6 anos em barris de carvalho francês e 6 anos em bálsamo. Uma cachaça única, elaborada a partir da excelência na apreciação da bebida. Pensado muito criteriosamente em todos os detalhes. Apenas 2 mil garrafas feitas artesanalmente a partir do sopro do vidro em fornalhas, numeradas e lacradas à mão, nasce o inédito rótulo Weber Haus Lote 48 12 anos. Cachaça com 12 anos de envelhecimento, vendida em escala de raridade, com preço diferenciado, e destinada a colecionadores e amantes da bebida símbolo do Brasil. Essa é a definição da Lote 48 – 12 anos. Seu blend foi escolhido por 20 especialistas em destilados, que assinam e validam essa iguaria, uma cachaça guardada em 18 pipas durante 12 anos - seis em madeira de bálsamo e seis em carvalho francês. São apenas duas mil garrafas e todas as peças que ornamentam a embalagem são banhadas a ouro 18 quilates. Cachaça envelhecida 6 anos em barris de carvalho francês e 6 anos em barris de bálsamo. Com 2 Taças personalizadas em cristal, dois certificados. ",Volume: 750 ml,,,,,,https://www.cachacaepresente.com.br/produtos/cachaca-extra-premium-weber-haus-12-anos-lote-48-750-ml/,24/07/2021 17:44
44,60fc83ac70b4b14381fe4139,Cachaça Aqua Benta Premium 500 ml com Caixa Alambique Rio do Engenho,"      R$55,90      ","Cachaça Aqua Benta Premium 500 ml com Caixa Alambique Rio do Engenho www.cachacaepresente.com.br Cachaça Acqua de Água Benta Premium 500 ml com Caixa Origem: Ilhéus/BA Armazenada por dois anos, carrega o sabor característico do Bálsamo envolvido por um leve sabor de Louro-Canela, criando uma característica típica tanto em paladar quanto em aroma. Madeira: Bálsamo e Louro-Canela Envelhecimento: 2 anos Teor Alcoólico: 38% Volume: 500 ml ",Volume: 500 ml,, Bálsamo e Louro-Canela Envelhecimento: 2 anos , Ilhéus/BA, 2 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-aqua-benta-premium-500-ml-com-caixa-alambique-rio-do-engenho/,24/07/2021 17:44
45,60fc83ad70b4b14381fe413a,Cachaça Artesanal Mato Dentro Ouro Carvalho 700 ml,"      R$69,90      ",Cachaça Artesanal Mato Dentro Ouro 700 ml www.cachacaepresente.com.br Cachaça é História Origem: São Luiz do Paraitinga / SP Madeira: Carvalho Graduação: 41% Envelhecimento: 2 anos em Barril de Carvalho Produzida na histórica cidade de São Luiz de Paraitinga /SP que serve de cenário inspirador para a produção de uma das mais tradicionais bebidas brasileiras. traz o sabor único e marcante da madeira Carvalho. Saúde!! ,Volume: 700 ml,, Carvalho, São Luiz do Paraitinga / SP, 2 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-mato-dentro-ouro-carvalho-700-ml/,24/07/2021 17:45
46,60fc83ad70b4b14381fe413b,Cachaça Matriarca Bálsamo 680 ml Artesanal Cachaça é Presente,"      R$52,90      "," Cachaça Matriarca Bálsamo 680 ml Artesanal Cachaça é Presente A Cachaça Matriarca Bálsamo é envelhecida por dois anos em Barris de Bálsamo, cujo processo lhe adiciona uma coloração amarelo dourado e na taça se apresenta límpida, brilhante e um corpo médio. A sensação no paladar é de um álcool que não chega a incomodar, prevalecendo aromas intensos da madeira, com notas de especiarias como cravo e anis estrelado. A sensação na boca é de picância, mas com sabor marcantemente adocicado e também com uma leve picância que se estende no retrogosto agradável de intensidade moderada. Uma cachaça com muita personalidade que vale a pena ter em casa! Origem: Medeiros Neto / BA Madeira: Bálsamo Envelhecimento: 2 anos Grad. Alcoólica: 42% Volume: 680 ml ",Volume: 680 ml,, Bálsamo Envelhecimento: 2 anos , Medeiros Neto / BA , 2 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-matriarca-balsamo-680-ml-artesanal-cachaca-e-presente/,24/07/2021 17:45
47,60fc83ad70b4b14381fe413c,Cachaça Matriarca Amburana 680 ml,"      R$51,90      "," Cachaça Matriarca Amburana 680 ml - cachacaepresente.com.br A Cachaça Matriarca Amburana é envelhecida por dois anos em Barris de Umburana, cujo processo lhe adiciona uma coloração amarelo âmbar e na taça se apresenta límpida, brilhante e surpreendentemente encorpada. A sensação aromática é de pouquíssimo álcool, prevalecendo um aroma suave e adocicado de mel, com notas de especiarias, como canela e cravo da Índia. Deixa na boca uma sensação aveludada e um sabor inicial adocicado da madeira que se estende para um retrogosto agradável de intensidade moderada. Uma ótima cachaça para ser degustada gelada! Origem: Caravelas - Medeiros Neto / BA Madeira: Amburana Envelhecimento: 2 anos Grad. Alcoólica: 42% Volume: 680 ml ",Volume: 680 ml,, Amburana , Caravelas - Medeiros Neto / BA , 2 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-matriarca-amburana-680-ml/,24/07/2021 17:45
48,60fc83ad70b4b14381fe413d,Cachaça Mazzaropi Envelhecida Carvalho Francês 4 Anos 700 ml Cachaça e Presente,"      R$138,90      ","Cachaça Mazzaropi Envelhecida Carvalho Francês 4 Anos 700 ml Cachaça e Presente A composição aromática é equilibrada e ideal para cachaças envelhecidas (Premium); representada por aromas amadeirados intensos, de especiarias, frutas secas, baunilha e castanhas. A amostra é extremamente aveludada na deglutição, licorosa e com picância moderada. Envelhecida em tonéis de madeira de carvalho Francês de pequeno porte. Curiosidade: A produção da Cachaça Mazzaropi começou de maneira despretensiosa, caseira, apenas para consumo dos hóspedes e amigos do Hotel Fazenda Mazzaropi, em Taubaté (SP). Atualmente a produção da cana é feita na Fazenda Fortaleza, em São Luiz do Paraitinga (SP). O barril de carvalho francês confere à bebida uma cor mais forte que lembra o sabor de mel e de baunilha, já o barril de carvalho americano deixa a cachaça com um tom mais palha e sabor mais suave. Madeira: Carvalho Envelhecimento: 4 anos Graduação Alcoólica: 40% Volume: 700 ml ",Volume: 700 ml, 40% , Carvalho Envelhecimento: 4 anos,, 4 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-mazzaropi-envelhecida-carvalho-frances-4-anos-700-ml-cachaca-e-presente1/,24/07/2021 17:45
49,60fc83ad70b4b14381fe413e,Cachaça de Alambique Capotira do Maranhão Ouro 700 ml,"      R$58,90      ","Cachaça Artesanal de Alambique Ouro 670 ml Maranhense Volume: 700 ml Madeira: Carvalho e Grápia Grad. Alc: 40% Cachaça Capotira é considerada uma das melhores do Brasil e do mundo. Em um dos maiores festivais em 2017, Capotira recebeu o certificado Prata na categoria Cachaças Armazenadas em Madeiras Brasileiras. Capotira, palavra de origem indígena que significa ""flor do mato"", é uma cachaça fabricada artesanalmente em alambique de cobre e armazenada em barris de carvalho e grápia na fazenda Baixadinha, no coração da Região dos Cocais, no Estado do Maranhão. ",Volume: 700 ml,, Carvalho e Grápia,,,,https://www.cachacaepresente.com.br/produtos/cachaca-de-alambique-capotira-do-maranhao-ouro-700-ml/,24/07/2021 17:45
50,60fc83ad70b4b14381fe413f,Cachaça Artesanal Mineira João Plenário Blend 700 ml - Cachaça é Presente - Caipirinha Morena,"      R$82,90      ","Cachaça Artesanal Mineira João Plenário Blend 700 ml www.cachacaepresene.com.br Cachaça Mineira João Plenário Blend 2 madeiras armazenado em Tonéis de Carvalho e Umburana. A mistura confere ao produto final um exclusivo padrão sensorial, com Notas de Baunilha e Amêndoas e suave paladar. Uma cachaça que satisfaz o paladar dos mais exigentes apreciadores das tradicionais cachaças Brasileiras de Alambique. Grad. Alc: 39% Volume: 700 ml Eita cachaça boa! Extraordinária! Com ela não tem crise. Beba e comprove! Mas, vá com calma.Porque senão perde o juízo. E aí Blá, blá, blá... Blé, blé blé... Não entendeu??? He, he, he... Nem Eu!!! (Criado pelo multiartista Saulo Laranjeira, o prsonagem João Plenário é o estereótipo bem humorado político mulherengo do Progama A Praça é Nossa- SBT)  ",Volume: 700 ml,,,,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-mineira-joao-plenario-blend-700-ml-cachaca-e-presente-caipirinha-morena/,24/07/2021 17:45
51,60fc83ad70b4b14381fe4140,Cachaça Artesanal Xingó Ouro 670 ml Cachaças Marcas Diversas Caipirinha,"      R$58,90      ",Cachaça Artesanal Xingó Ouro 670 ml Cachaças Marcas Diversas Caixa Receitas de Caipirinhas Origem: Laranjeiras / Sergipe Foz do Rio São Francisco Madeira: Carvalho e Castanheira Teor Alcoólico: 39.00% Volume: 670Ml Tipo: Ouro ,Volume: 670 ml,, Carvalho e Castanheira, Laranjeiras / Sergipe Foz do Rio São Francisco ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-xingo-ouro-670-ml-cachacas-marcas-diversas-caipirinha/,24/07/2021 17:46
52,60fc83ae70b4b14381fe4141,Cachaça Artesanal Engenho São Luiz Premium Amburana 750 ml,"      R$99,99      ","Cachaça Artesanal Engenho São Luiz Premium Amburana 750 ml www.cachacaepresente.com.br Cachaça é Presente, um presente diferente! Origem: Lençóis Paulista - SP Madeira: Amburana Envelhecimento: 18 meses Grad. Alcoólica: 40% Volume: 750ml. Cachaça Premium Amburana São Luiz, envelhecida por 18 meses em barris de Amburana, uma cachaça suave e macia, com aroma levemente adocicado, frutado e com toques de especiarias. ",Volume: 750 ml,, Amburana Envelhecimento: 18 meses , Lençóis Paulista - SP,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-engenho-sao-luiz-premium-amburana-750-ml/,24/07/2021 17:46
53,60fc83ae70b4b14381fe4142,Cachaça Alambique São Luiz Extra Premium Carvalho 600 ml,"      R$109,90      ","Cachaça Alambique São Luiz Extra Premium Carvalho 600 ml Origem: Lençóis Paulista / SP Madeira: Carvalho Envelhecimento: 3 anos (36 meses) Graduação Alcoólica: 42% Volume: 600ml Cachaça dourada, 100% artesanal envelhecida por 36 meses em barris de carvalho. Uma bebida que esbanja elegância, leveza e suavidade, criando experiências incríveis em qualquer ocasião: de uma degustação relaxante em um final de tarde a deliciosos shots e drinks em uma grande festa com os amigos. Cachaça excelente com vários Premiações. É proibida a venda e consumo de bebidas alcoólicas para menores de 18 anos. Beba com moderação. Se beber não dirija. ",Volume: 600 ml, 42%, Carvalho Envelhecimento: 3 anos (36 meses), Lençóis Paulista / SP,,,https://www.cachacaepresente.com.br/produtos/cachaca-alambique-sao-luiz-extra-premium-carvalho-600-ml/,24/07/2021 17:46
54,60fc83ae70b4b14381fe4143,Cachaça Velho Alambique Cenário 700 ml Cachaça é Presente,"      R$779,90      ","Cachaça Velho Alambique Cenário 700 ml Cachaça - Cachaça é Presente ORIGEM: Cachaça Gaúcha produzida em Santa Tereza - Rio Grande do Sul - Brasil Produzida pela Cachaçaria Velho Alambique Cachaça Cenário - Cachaça é Presente, um presente diferente! Velho Alambique Ouro é envelhecida em três tipos diferentes de barricas: carvalho grápia e angico. O blend confere maior complexidade de aromas além de contribuir para que a bebida ganhe uma coloração peculiar e única. A Cachaça Cenário é resultado de um blend de cachaças armazenadas em três tipos de madeira: carvalho angico e grápia. A Cachaça Velho Alambique ganhou medalha de prata na 10a edição brasileira do Concurso Mundial de Destilados de Bruxelas em 2013. Entre as avaliações brasileiras foi eleita a terceira melhor na categoria ""Top 10 Envelhecidas"" em 2011 durante a Expocachaça além de receber na mesma competição duas medalhas de prata em 2012 e uma medalha de prata e duas de bronze em 2013. Na Expointer 2014 - Exposição Internacional de Animais Máquinas Implementos e Produtos Agropecuários - a Velho Alambique Envelhecida e a Branca conquistaram medalha de prata e as brancas conquistaram a 2a colocação na Expointer. Madeira: Blend de Grápia Carvalho e Angíco Envelhecimento: 5 anos Grad. Alcoólica: 39% Volume: 700 ml A cachaça Velho Alambique é elaborada a partir de canaviais próprios que não possuem nenhum tipo de agrotóxico. São cultivadas de maneira orgânica, sendo assim a cachaça possui um sabor surpreendente. A Cachaça Ouro é fruto do envelhecimento da bebida em barris de Carvalho, Grápia e Angico. ",Volume: 700 ml,, carvalho angico e grápia., Cachaça Gaúcha produzida em Santa Tereza - Rio Grande do Sul - Brasil , 5 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-velho-alambique-cenario-700-ml-cachaca-e-presente/,24/07/2021 17:46
55,60fc83ae70b4b14381fe4144,Cachaça Artesanal Água de Arcanjo Prata 750 ml Cachaça é Presente,"      R$99,90      ","Cachaça Artesanal Água de Arcanjo Prata 750 ml Cachaça é Presente www.cachacaepresente.com.br Cachaça Água de Arcanjo Prata, uma Garrafa linda colocando duas garrafas juntas, formam as asas do anjo, cachaça super macia para tomar pura, gelada ou em drinks, principalmente se quiser dar um requinte a sua caipirinha, todas as notas fazem parte dessa cachaça de alambique nota 10. Origem: Maquiné / RS Armazenamento: INOX Grad. Alcoólica: 40% Volume: 750 ml ",Volume: 750 ml,,, Maquiné / RS ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-agua-de-arcanjo-prata-750-ml-cachaca-e-presente/,24/07/2021 17:46
56,60fc83ae70b4b14381fe4145,Cachaça Havana Edição Comemorativa 75 anos 750 ml com Certificado N. 253 Tradicional,"      R$4.299,00      ","Cachaça Havana Edição Comemorativa 75 anos 750 ml com Certificado Cachaça Tradicional de Salinas MG Cachaça Havana Edição Numerada Especial 75 Anos Cachaça é Presente N. 253. A Cachaça Tradicional Mineira, Havana começou a ser Produzida na Década de 40 Por Anisio Santiago. A Presença de Anisio Santiago é preservada pela família nos mínimos detalhes: na manutenção rigorosa do processo produtivo da cachaça HAVANA. Essa e uma Edição especial com Apenas 1000/253 Unidades todas numeradas e com Certificado. Origem: Salinas/MG Madeira: Bálsamo Envelhecimento: 10 anos Grad. Alcoólica: 47% Volume: 750 ml ",Volume: 750 ml,, Bálsamo , Salinas/MG , 10 anos,,https://www.cachacaepresente.com.br/produtos/cachaca-havana-edicao-comemorativa-75-anos-750-ml-com-certificado-n-253-tradicional/,24/07/2021 17:46
57,60fc83ae70b4b14381fe4146,Cachaça Artesanal Serra Preta 600 ml,"      R$55,90      ","Cachaça Artesanal Serra Preta 600 ml www.cachacaepresente.com.br Origem: Paraíba Graduação alcoólica - 45% Volume: 600 ml Paraibana, a empresa Serra Preta está no mercado desde 1908. A cachaça Serra Preta pode ser considerada uma cachaça orgânica, pois desde o plantio até o engarrafamento, não se usa nenhum produto químico. Para quem gosta de uma cachaça com personalidade esta é uma delas. Uma caipirinha feita com esta cachaça fica maravilhosa. ",Volume: 600 ml,,, Paraíba ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-serra-preta-600-ml/,24/07/2021 17:47
58,60fc83ae70b4b14381fe4147,Cachaça Artesanal Gogó da Ema Ouro Umburana 750 ml,"      R$68,90      ","Cachaça Artesanal Gogó da Ema Ouro Umburana 750 ml​ www.cachacaepresente.com.br Cachaça de Alambique Destilado da Cana de Açucar: Origem: Fazenda Recanto São Sebastião/AL A Cachaça Gogó da Ema Ouro, armazenada em Tonéis de Umburana, representa a mais nobre das madeiras Brasileiras que fazem sucesso mundo a fora. Notas de especiarias e aromas bem adocicados, com um retrogosto bastante equilibrado. Cor: verde claro Madeira: Umburana Graduação alcoólica de 40% Volume Conteúdo 750 ml ",Volume: 750 ml,, Umburana, Fazenda Recanto São Sebastião/AL ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-gogo-da-ema-ouro-umburana-750-ml/,24/07/2021 17:47
59,60fc83af70b4b14381fe4148,Cachaça Artesanal Fazenda Soledade Jequitibá 750 ml,"      R$89,90      ","Cachaça Artesanal Fazenda Soledade Jequitibá 750 ml www.cachacaepresente.com.br Cachaça descansada em tonéis de aço inoxidável. Duplamente destilada artesanalmente em alambiques de cobre, quando a fração “Coração” é selecionada através de processo conduzido lentamente para preservar aromas e sabores originais. Cachaça Fazenda Soledade é bem suave. Sua acidez equilibrada a faz muito especial tanto para ser apreciada em coquetéis, caipirinhas, como para ser degustada em shots Origem: Nova Friburgo / MG Madeira: Jequitibá Teor Alcoólico: 40% Volume: 750 ml Cachaça Bi destilada em pequenos lotes nos alambiques de cobre da Fazenda Soledade. ",Volume: 750 ml,, Jequitibá , Nova Friburgo / MG ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-fazenda-soledade-jequitiba-750-ml/,24/07/2021 17:47
60,60fc83af70b4b14381fe4149,Cachaça de Alambique Doçura de Minas da Quinta das Castanheiras Ouro 750 ml,"      R$55,90      ",Cachaça de Alambique Doçura de Minas Ouro Quinta das Castanheiras 750 ml. www.cachacaepresente.com.br Origem: Camanducaia - MG Volume: 750 ml Grad. Alc: 40% Envelhecida: ,Volume: 750 ml,,, Camanducaia - MG ,,,https://www.cachacaepresente.com.br/produtos/cachaca-de-alambique-docura-de-minas-da-quinta-das-castanheiras-ouro-750-ml/,24/07/2021 17:47
61,60fc83af70b4b14381fe414a,Cachaça Artesanal Xanadu Blend Linha Madeiras Bálsamo 670 ml,"      R$99,00      "," Cachaça Artesanal Xanadu Blend Linha Madeiras Bálsamo 670 ml www.cachacaepresente.com.br Origem: Blumenau - SC. Volume: 670 ml Grad. Alc: 39% Cachaça Artesanal Xanadu Bálsamo é típica madeira da floresta tropical, o Bálsamo, é considerada leve e resistente, esta confere a coloração dourada a cachaça. O Bálsamo torna a cachaça marcante e encorpada. Harmoniza com carnes e chocolates, além de ser um excelente digestivo. ",Volume: 670 ml,,, Blumenau - SC. ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-xanadu-blend-linha-madeiras-balsamo-670-ml/,24/07/2021 17:47
62,60fc83b070b4b14381fe414b,Cachaça Artesanal Fazenda Soledade Pura 750 ml,"      R$57,90      ","Cachaça Artesanal Fazenda Soledade Pura 750 ml www.cachacaepresente.com.br Cachaça Fazenda Soledade Pura Cachaça descansada em tonéis de aço inoxidável. Duplamente destilada artesanalmente em alambiques de cobre, quando a fração “Coração” é selecionada através de processo conduzido lentamente para preservar aromas e sabores originais. Cachaça Fazenda Soledade PURA é bem suave, revelando um paladar leve e notas delicadas de cana de açúcar, maça e mel. Sua acidez equilibrada a faz muito especial tanto para ser apreciada em coquetéis, caipirinhas, como para ser degustada em shots Origem: Nova Friburgo / MG Envelhecimento: 6 meses Grad. Alcoólica: 40% Volume: 750 ml ",Volume: 750 ml,,, Nova Friburgo / MG ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-fazenda-soledade-pura-750-ml/,24/07/2021 17:47
63,60fc83b070b4b14381fe414c,Cachaça Artesanal Casa Bucco Prata 750 ml,"      R$75,90      ","Cachaça Artesanal Casa Bucco Prata 750 ml www.cachacaepresente.com.br Cachaça de Alambique Casa Bucco, destilado da cana de açucar. Origem: Vale do Rio das Antas na Serra Gaúcha / RS Grad. Alcoólica: 40% Volume: 750 ml A cachaça casa Bucco é elaborada com cuidados especiais na destilação, possui paladar agradável e harmônico agradando aos mais exigentes apreciadores. Aprecie pura, resfriada ou com limão. Proporciona grande diferencial na preparação de coquetéis, não exala odores alcoólicos o que consolida a alta qualidade desta cachaça. ",Volume: 750 ml,,, Vale do Rio das Antas na Serra Gaúcha / RS ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-casa-bucco-prata-750-ml/,24/07/2021 17:48
64,60fc83b070b4b14381fe414d,Cachaça Artesanal Envelhecida Carvalho Orgânica Casa Bucco 750 ml,"      R$119,00      ","Cachaça Artesanal Envelhecida Carvalho Orgânica Casa Bucco 750 ml www.cachacaepresente.com.br Cachaça de Alambique envelhecida Casa Bucco Origem: Vale do rio das antas Serra Gaúcha. Teor Alc: 40% Volume: 750 ml Revela-se com tons de amarelo dourado intenso obtidos pelo 6 anos de envelhecimento em barris de carvalho e bálsamo. Possui inconfundível paladar e complexo bouchet, resultado do longo período de envelhecimento em barril de carvalho. É um excelente digestivo e seu inconfundível sabor a tornaram um aperitivo altamente apreciado nos momentos de descontração e prazer. Utilizada na alta gastronomia, harmoniza bem com cervejas especiais. É característica do carvalho, notas de baunilha, amêndoas, chocolate e tabaco, dando-lhe uma tipicidade impar. Premiações: Ouro - 2011 Concours Mondial de Bruxelas PRATA - 2010 Concours Mondial de Bruxelas ",Volume: 750 ml,,, Vale do rio das antas Serra Gaúcha. ,,,https://www.cachacaepresente.com.br/produtos/cachaca-artesanal-envelhecida-carvalho-organica-casa-bucco-750-ml/,24/07/2021 17:48
